Category,Description,Nutrient Data Bank Number,x,y
Canadian bacon,"Canadian bacon, cooked, pan-fried",10998,83.25453,-101.629974
Alfalfa seeds,"Alfalfa seeds, sprouted, raw",11001,80.78529,-101.62832
Artichokes,"Artichokes, (globe or french), cooked, boiled, drained, without salt",11008,81.75191,-105.18915
Asparagus,"Asparagus, raw",11011,83.0919,-106.245476
Asparagus,"Asparagus, canned, drained solids",11015,83.37346,-106.22015
Asparagus,"Asparagus, frozen, cooked, boiled, drained, without salt",11019,83.14259,-106.63315
Balsam-pear (bitter gourd),"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",11023,83.80148,-107.18204
Balsam-pear (bitter gourd),"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11025,83.211624,-106.49033
Bamboo shoots,"Bamboo shoots, canned, drained solids",11028,80.56681,-100.20217
Lima beans,"Lima beans, immature seeds, cooked, boiled, drained, without salt",11032,81.87061,-107.46988
Lima beans,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt",11038,80.83783,-104.80684
Lima beans,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt",11040,80.9416,-105.14653
Mung beans,"Mung beans, mature seeds, sprouted, raw",11043,80.82853,-102.13143
Mung beans,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",11044,80.638306,-100.88163
Beans,"Beans, snap, green, raw",11052,83.23444,-106.31028
Beans,"Beans, snap, green, canned, regular pack, drained solids",11056,83.48473,-105.68222
Beans,"Beans, snap, green, frozen, cooked, boiled, drained without salt",11061,83.37167,-105.93206
Beets,"Beets, raw",11080,79.96464,-102.12259
Beets,"Beets, canned, drained solids",11084,80.56482,-101.540764
Beet greens,"Beet greens, raw",11086,83.90105,-107.18404
Broccoli,"Broccoli, raw",11090,82.92603,-106.63509
Broccoli,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",11093,83.55113,-106.5607
Broccoli raab,"Broccoli raab, raw",11096,83.970184,-107.041046
Brussels sprouts,"Brussels sprouts, raw",11098,83.136856,-107.09386
Brussels sprouts,"Brussels sprouts, frozen, cooked, boiled, drained, without salt",11101,83.325096,-106.9813
Burdock root,"Burdock root, raw",11104,79.948,-103.16263
Cabbage,"Cabbage, raw",11109,82.77469,-105.9387
Cabbage,"Cabbage, red, raw",11112,83.190475,-106.08477
Cabbage,"Cabbage, savoy, raw",11114,83.21265,-106.08092
Cabbage,"Cabbage, chinese (pak-choi), raw",11116,84.10669,-106.325714
Cabbage,"Cabbage, kimchi",11118,81.63195,-102.71278
Carrots,"Carrots, raw",11124,84.62316,-105.82267
Carrots,"Carrots, cooked, boiled, drained, without salt",11125,84.598946,-105.63553
Carrots,"Carrots, canned, regular pack, drained solids",11128,84.52338,-105.467834
Carrots,"Carrots, frozen, cooked, boiled, drained, without salt",11131,84.63017,-105.69383
Cassava,"Cassava, raw",11134,78.86957,-102.957146
Cauliflower,"Cauliflower, raw",11135,80.62922,-102.36473
Cauliflower,"Cauliflower, frozen, cooked, boiled, drained, without salt",11138,80.69223,-102.214386
Celeriac,"Celeriac, raw",11141,80.645065,-102.96607
Celery,"Celery, raw",11143,82.85503,-105.5727
Chard,"Chard, swiss, raw",11147,83.29167,-106.73461
Chayote,"Chayote, fruit, raw",11149,80.788086,-101.63369
Chives,"Chives, raw",11156,84.11595,-106.669945
Collards,"Collards, raw",11161,83.347305,-106.63144
Collards,"Collards, frozen, chopped, cooked, boiled, drained, without salt",11164,83.78731,-106.94897
Coriander (cilantro) leaves,"Coriander (cilantro) leaves, raw",11165,84.1516,-106.67957
Corn,"Corn, sweet, yellow, raw",11167,82.51849,-105.75799
Corn,"Corn, sweet, yellow, canned, whole kernel, drained solids",11172,82.71571,-106.153694
Corn,"Corn, sweet, yellow, canned, cream style, regular pack",11174,82.909256,-106.385185
Corn,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",11179,82.62288,-106.106606
Cowpeas (blackeyes),"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",11196,81.26384,-105.924934
Cress,"Cress, garden, raw",11203,83.2842,-106.56636
Cucumber,"Cucumber, with peel, raw",11205,80.25356,-98.81432
Dandelion greens,"Dandelion greens, raw",11207,83.72973,-107.001884
Eggplant,"Eggplant, raw",11209,80.309555,-102.13942
Edamame,"Edamame, frozen, prepared",11212,82.74555,-106.7853
Escarole,"Escarole, cooked, boiled, drained, no salt added",11214,83.52559,-106.95246
Garlic,"Garlic, raw",11215,79.57319,-103.8466
Ginger root,"Ginger root, raw",11216,79.91792,-103.44752
Kale,"Kale, raw",11233,83.50889,-107.33009
Kale,"Kale, frozen, cooked, boiled, drained, without salt",11236,83.315994,-106.630104
Kohlrabi,"Kohlrabi, raw",11241,81.116264,-102.19756
Lambsquarters,"Lambsquarters, cooked, boiled, drained, without salt",11245,83.61067,-106.45217
Leeks,"Leeks, (bulb and lower leaf-portion), raw",11246,83.5629,-106.593
Lettuce,"Lettuce, butterhead (includes boston and bibb types), raw",11250,84.06432,-106.398796
Lettuce,"Lettuce, cos or romaine, raw",11251,84.22132,-106.45321
Lettuce,"Lettuce, iceberg (includes crisphead types), raw",11252,83.036354,-105.45365
Lettuce,"Lettuce, green leaf, raw",11253,83.89621,-106.26366
Lotus root,"Lotus root, cooked, boiled, drained, without salt",11255,80.183105,-103.233284
Lettuce,"Lettuce, red leaf, raw",11257,83.887794,-106.18443
Mushrooms,"Mushrooms, white, raw",11260,79.75504,-101.09328
Mushrooms,"Mushrooms, white, cooked, boiled, drained, without salt",11261,80.00042,-101.942764
Mushrooms,"Mushrooms, canned, drained solids",11264,80.45572,-101.92882
Mushrooms,"Mushrooms, shiitake, cooked, without salt",11269,79.714325,-102.231606
Mustard greens,"Mustard greens, raw",11270,83.685745,-107.28869
Mustard greens,"Mustard greens, frozen, cooked, boiled, drained, without salt",11273,83.44796,-106.82048
Okra,"Okra, raw",11278,83.0022,-106.03243
Okra,"Okra, frozen, cooked, boiled, drained, without salt",11281,82.99226,-106.18927
Onions,"Onions, raw",11282,80.32637,-101.35037
Onions,"Onions, cooked, boiled, drained, without salt",11283,80.01351,-101.3737
Onions,"Onions, frozen, whole, cooked, boiled, drained, without salt",11290,80.57666,-100.92938
Onions,"Onions, spring or scallions (includes tops and bulb), raw",11291,83.32993,-107.10228
Onion rings,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",11296,78.74351,-105.303474
Parsley,"Parsley, fresh",11297,83.62676,-106.99415
Parsnips,"Parsnips, cooked, boiled, drained, without salt",11299,80.082054,-103.40231
Peas,"Peas, edible-podded, raw",11300,83.34752,-106.12723
Peas,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",11303,83.83486,-106.3005
Peas,"Peas, green, raw",11304,83.46588,-107.019005
Peas,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",11308,83.06135,-106.619125
Peas,"Peas, green, frozen, cooked, boiled, drained, without salt",11313,83.65657,-106.93564
Peppers,"Peppers, sweet, green, raw",11333,81.40823,-102.709526
Peppers,"Peppers, sweet, green, cooked, boiled, drained, without salt",11334,82.42103,-105.58356
Pokeberry shoots,"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",11351,84.3776,-106.5149
Potatoes,"Potatoes, flesh and skin, raw",11352,79.78622,-103.290276
Potatoes,"Potatoes, baked, flesh, without salt",11363,79.485214,-103.18331
Potatoes,"Potatoes, baked, skin, without salt",11364,81.86421,-107.89788
Potatoes,"Potatoes, boiled, cooked without skin, flesh, without salt",11367,79.77478,-103.07264
Potatoes,"Potatoes, mashed, dehydrated, flakes without milk, dry form",11378,81.64879,-108.50575
Potatoes,"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",11391,78.83759,-104.42169
Potato puffs,"Potato puffs, frozen, unprepared",11398,78.80872,-103.59507
Potatoes,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",11403,79.42261,-103.62133
Potato flour,Potato flour,11413,81.57951,-108.693085
Pumpkin flowers,"Pumpkin flowers, cooked, boiled, drained, without salt",11417,83.80551,-105.653435
Pumpkin,"Pumpkin, raw",11422,84.38971,-105.20522
Pumpkin,"Pumpkin, canned, without salt",11424,84.305855,-105.41355
Radishes,"Radishes, raw",11429,80.90632,-101.724236
Rutabagas,"Rutabagas, raw",11435,80.71492,-102.09169
Salsify,"Salsify, cooked, boiled, drained, without salt",11438,80.16086,-103.50189
Sauerkraut,"Sauerkraut, canned, solids and liquids",11439,81.463425,-103.07189
Seaweed,"Seaweed, kelp, raw",11445,81.12468,-103.76698
Seaweed,"Seaweed, laver, raw",11446,84.46212,-106.606316
Spinach,"Spinach, raw",11457,83.63883,-106.88309
Spinach,"Spinach, canned, regular pack, drained solids",11461,83.733604,-106.80609
Spinach,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",11464,83.67835,-106.85428
Squash,"Squash, summer, crookneck and straightneck, raw",11467,81.36423,-103.270355
Squash,"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",11471,81.14855,-100.9781
Squash,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",11474,82.41399,-105.459755
Squash,"Squash, summer, zucchini, includes skin, raw",11477,83.15271,-106.7543
Squash,"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained, without salt",11480,82.9868,-106.58589
Squash,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, without salt",11493,80.50562,-100.97478
Sweet potato leaves,"Sweet potato leaves, cooked, steamed, without salt",11506,82.97975,-106.56563
Sweet potato,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",11507,84.022644,-105.93528
Sweet potato,"Sweet potato, cooked, baked in skin, flesh, without salt",11508,84.35029,-105.93479
Sweet potato,"Sweet potato, cooked, boiled, without skin",11510,84.21744,-106.03597
Sweet potato,"Sweet potato, canned, vacuum pack",11512,84.42307,-106.416435
Taro,"Taro, raw",11518,80.14039,-104.23797
Taro leaves,"Taro leaves, raw",11520,84.18621,-106.72577
Tomatoes,"Tomatoes, green, raw",11527,81.32811,-102.185135
Tomatoes,"Tomatoes, red, ripe, raw, year round average",11529,83.652756,-104.134384
Tomatoes,"Tomatoes, red, ripe, canned, packed in tomato juice",11531,83.26943,-103.74373
Tomato juice,"Tomato juice, canned, with salt added",11540,83.84401,-103.95674
Tomato products,"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",11546,83.01895,-104.299286
Tomato products,"Tomato products, canned, puree, without salt added",11547,83.08775,-104.334206
Tomato products,"Tomato products, canned, sauce",11549,83.07784,-104.097855
Turnips,"Turnips, raw",11564,80.77929,-101.69161
Turnip greens,"Turnip greens, cooked, boiled, drained, without salt",11569,83.49711,-106.76486
Turnip greens,"Turnip greens, frozen, cooked, boiled, drained, without salt",11575,83.825134,-106.80366
Vegetable juice cocktail,"Vegetable juice cocktail, canned",11578,83.85935,-103.84914
Vegetables,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",11584,84.660904,-106.530815
Waterchestnuts,"Waterchestnuts, chinese, canned, solids and liquids",11590,80.04312,-101.96657
Watercress,"Watercress, raw",11591,83.50397,-107.32437
Waxgourd,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",11594,80.14916,-98.28465
Yam,"Yam, cooked, boiled, drained, or baked, without salt",11602,79.97152,-103.90579
Yambean (jicama),"Yambean (jicama), raw",11603,80.04932,-102.400055
Beets,"Beets, pickled, canned, solids and liquids",11609,78.44211,-100.652695
Squash,"Squash, winter, all varieties, cooked, baked, without salt",11644,84.26969,-106.663025
Carrot juice,"Carrot juice, canned",11655,84.83717,-105.72816
Seaweed,"Seaweed, agar, dried",11663,82.76106,-109.122406
Seaweed,"Seaweed, spirulina, dried",11667,83.29406,-109.20385
Seaweed,"Seaweed, wakame, raw",11669,80.350746,-103.0309
Potatoes,"Potatoes, baked, flesh and skin, without salt",11674,79.63672,-103.53891
Beans,"Beans, snap, green, canned, no salt added, drained solids",11729,83.53753,-105.934875
Beans,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",11732,82.840355,-106.40825
Beets,"Beets, canned, no salt added, solids and liquids",11735,80.0611,-101.27786
Carrots,"Carrots, canned, no salt added, solids and liquids",11758,84.545235,-105.57217
Corn,"Corn, sweet, yellow, canned, no salt added, solids and liquids (Includes foods for USDA's Food Distribution Program)",11771,82.47168,-106.11294
Peas,"Peas, green, canned, no salt added, solids and liquids",11812,83.62487,-106.77691
Peppers,"Peppers, hot chili, red, raw",11819,82.64352,-106.641075
Peppers,"Peppers, sweet, red, raw",11821,83.22483,-105.63414
Tomatoes,"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",11885,83.25561,-103.64347
Tomato products,"Tomato products, canned, puree, with salt added",11888,83.187065,-104.32179
Catsup,Catsup,11935,83.059235,-104.2206
Pickles,"Pickles, cucumber, dill or kosher dill",11937,81.212746,-102.15273
Pickles,"Pickles, cucumber, sweet (includes bread and butter pickles)",11940,79.14846,-101.07488
Pimento,"Pimento, canned",11943,83.887184,-106.16169
Pickle relish,"Pickle relish, sweet",11945,82.621056,-105.720894
Catsup,"Catsup, low sodium",11949,83.12979,-104.29691
Radicchio,"Radicchio, raw",11952,83.490486,-107.34082
Tomatillos,"Tomatillos, raw",11954,82.4873,-105.66882
Tomatoes,"Tomatoes, sun-dried",11955,83.16611,-104.51313
Fennel,"Fennel, bulb, raw",11957,83.32142,-106.40662
Arugula,"Arugula, raw",11959,83.50344,-106.92333
Nopales,"Nopales, raw",11963,81.907486,-105.09276
Cauliflower,"Cauliflower, green, raw",11965,81.02954,-102.862915
Grape leaves,"Grape leaves, raw",11974,84.53348,-106.5669
Pepper,"Pepper, banana, raw",11976,81.424484,-103.03313
Peppers,"Peppers, serrano, raw",11977,83.228935,-106.15572
Peppers,"Peppers, jalapeno, raw",11979,82.81666,-106.8831
Broccoli,"Broccoli, chinese, raw",11994,83.73791,-106.54432
Seeds,"Seeds, pumpkin and squash seed kernels, roasted, without salt",12016,82.11148,-110.80051
Seeds,"Seeds, sunflower seed kernels, dry roasted, without salt",12037,82.344025,-111.920975
Nuts,"Nuts, almonds",12061,81.75892,-111.419266
Nuts,"Nuts, almonds, dry roasted, without salt added",12063,81.735886,-111.450325
Nuts,"Nuts, almond paste",12071,81.656006,-111.759155
Nuts,"Nuts, brazilnuts, dried, unblanched",12078,81.81956,-110.5647
Nuts,"Nuts, cashew nuts, dry roasted, without salt added",12085,81.43711,-111.2815
Nuts,"Nuts, coconut meat, raw",12104,79.37713,-112.24699
Nuts,"Nuts, coconut meat, dried (desiccated), sweetened, flaked, packaged",12109,79.17396,-112.18553
Nuts,"Nuts, coconut cream, canned, sweetened",12116,78.31599,-111.101974
Nuts,"Nuts, coconut milk, raw (liquid expressed from grated meat and water)",12117,79.27485,-112.132576
Nuts,"Nuts, hazelnuts or filberts",12120,81.41902,-112.19208
Nuts,"Nuts, pecans",12142,81.38857,-112.31036
Nuts,"Nuts, pine nuts, dried",12147,82.13608,-112.12826
Nuts,"Nuts, pistachio nuts, dry roasted, without salt added",12152,81.81338,-111.9834
Nuts,"Nuts, walnuts, black, dried",12154,82.0009,-111.925255
Nuts,"Nuts, walnuts, english",12155,82.10083,-112.145775
Seeds,"Seeds, sesame butter, tahini, from roasted and toasted kernels (most common type)",12166,81.84715,-111.97116
Nuts,"Nuts, chestnuts, european, roasted",12167,81.17132,-107.22737
Seeds,"Seeds, sesame seed kernels, dried (decorticated)",12201,82.21832,-111.762634
Seeds,"Seeds, flaxseed",12220,82.642456,-110.22683
Nuts,"Nuts, cashew butter, plain, with salt added",12588,81.45633,-111.73523
Nuts,"Nuts, macadamia nuts, dry roasted, with salt added",12632,80.99736,-112.5384
Nuts,"Nuts, almond butter, plain, with salt added",12695,81.57688,-111.502815
Beef,"Beef, retail cuts, separable fat, cooked",13020,80.15802,-112.33451
Beef,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, raw",13068,83.878555,-97.992966
Beef,"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised",13069,82.2953,-97.09588
Beef,"Beef, rib, shortribs, separable lean and fat, choice, cooked, braised",13148,80.57786,-112.404434
Beef,"Beef, rib, shortribs, separable lean only, choice, cooked, braised",13150,82.083046,-96.58685
Beef,"Beef, ground, patties, frozen, cooked, broiled",13317,81.44212,-97.69886
Beef,"Beef, variety meats and by-products, brain, cooked, simmered",13320,83.26068,-96.182335
Beef,"Beef, variety meats and by-products, heart, cooked, simmered",13322,83.059586,-96.64867
Beef,"Beef, variety meats and by-products, kidneys, cooked, simmered",13324,82.70571,-96.777504
Beef,"Beef, variety meats and by-products, liver, cooked, braised",13326,84.26901,-110.62748
Beef,"Beef, variety meats and by-products, liver, cooked, pan-fried",13327,84.21601,-110.69925
Beef,"Beef, variety meats and by-products, tongue, cooked, simmered",13340,82.30822,-96.28203
Beef,"Beef, variety meats and by-products, tripe, raw",13341,83.43052,-96.55889
Beef,"Beef, cured, breakfast strips, cooked",13345,80.48101,-112.1227
Beef,"Beef, cured, corned beef, brisket, cooked",13347,81.57841,-98.19057
Beef,"Beef, cured, corned beef, canned",13348,82.28049,-97.49783
Beef,"Beef, cured, dried",13350,82.23836,-101.15162
Beef,"Beef, cured, pastrami",13355,83.19523,-98.73258
Beef,"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked",13364,82.558655,-97.20414
Beef,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",13367,81.63404,-96.76632
Beef,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13368,82.336395,-96.480515
Beef,"Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",13382,82.051476,-96.35581
Beef,"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",13424,83.31655,-97.236496
Beef,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",13451,82.88588,-97.015465
Beef,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",13454,82.81319,-97.07223
Beef,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",13491,83.54649,-97.64681
Beef,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",13796,81.63471,-97.288124
Beef,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",13810,82.33423,-96.1797
